ConceptId	MapTarget
127263003	#HLT
127264009	#HLT
127265005	#HLT
127266006	#HLT
127267002	#HLT
127268007	#HLT
127269004	#HLT
127270003	#HLT
12727006	T821
127271000119106	A414
127271000119106	R651
127271004	#HLT
127272006	#HLT
127273001	#HLT
127274007	#HLT
127275008	#HLT
127276009	S099
127276009	R040
127277000	#HLT
127278005	T119
127279002	T139
127280004	S0210
127281000	S0210
127282007	S0210
127283002	S0210
127284008	S0210
127285009	S0280
127286005	S4220
127287001	S7210
127288006	S930
127289003	S930
127290007	S930
12729009	O756
127291000119107	A415
127291000119107	R651
127291006	S930
127292004	S835
127293009	S835
127294003	#HLT
127295002	S0690
127296001	S0690
127297005	S0690
127298000	S0690
127299008	S0690
127300000	S0690
127301000119108	A413
127301000119108	R651
127301001	S0670
127302008	S0690
127303003	S0620
127304009	S0630
127305005	S0630
127306006	S0620
127307002	S0630
127308007	S0680
127309004	S0680
12731000	G902
127310009	S0680
127311000119106	A394
127311000119106	A418
127311000119106	R651
127311008	S0680
127312001	S0670
127313006	S3610
127314000	S219
127315004	S219
127316003	S350
127317007	S350
127318002	S352
127319005	D594
127321000	K929
127321000119104	A410
127321000119104	R651
127321000119104	U821
127324008	G253
127325009	#NC
127328006	Q798
127329003	Q078
127330008	D039
127331000119101	A410
127331000119101	R651
127331007	#HLT
127332000	#HLT
127334004	#HLT
127335003	N949
127336002	M899
127337006	I519
127338001	L989
127339009	E889
127341000119105	A403
127341000119105	R651
127341005	#HLT
127342003	N509
127343008	H449
127344002	H939
127345001	E348
127346000	H519
127347009	T149
127348004	#HLT
127349007	#HLT
127350007	#HLT
127351000119107	A415
127351000119107	R651
127351006	#NC
127352004	#NC
127354003	R770
127355002	R770
127356001	#NC
127360003	#NC
127361000119109	A021
127361000119109	R651
127362006	#HLT
127363001	#NC
127364007	#NC
127365008	#NC
127366009	#NC
127367000	#NC
127368005	#NC
127369002	#NC
127370001	#NC
127371002	#NC
127372009	#NC
127373004	#NC
127374005	#NC
127375006	#HLT
127376007	#NC
127377003	#HLT
127378008	#HLT
127381000119100	A415
127381000119100	R651
127388009	D892
127390005	#HLT
127391000119102	A412
127391000119102	R651
127393007	#HLT
127396004	R771
127400004	#HLT
127401000	#HLT
127401000119100	A409
127401000119100	R651
127402007	#NC
127403002	#NC
127404008	#HLT
127405009	#HLT
127411000119102	A483
127411000119102	B956
127421000119109	A483
127421000119109	B956
127421000119109	U821
12746007	S7201
127494000	#NC
127495004	#NC
127531000119106	A498
127551000119100	Q02X
127558001	#NC
127601000119103	B601
12761000132100	#NC
12761008	L562
12763006	R031
12770006	Q249
127701000119109	Q740
12772003	H534
12774002	#NC
12776000	T184
12777009	K20X
12779007	K140
127901000119107	C903
127901000119107	N081A
12791003	#NC
127911000119105	C900
127911000119105	N081A
127991000119101	I151
127991000119101	N185
127991000119101	E112D
127991000119101	N083A
127991000119101	Z491
1280009	Q998
128001000119105	I151
128001000119105	N185
128001000119105	E102D
128001000119105	N083A
128001000119105	Z491
12803000	O260
12804006	B356
128041000119107	C155
128041002	L989
128042009	L988
128043004	L989
128044005	L989
128045006	L039
128046007	K137
128047003	K123
128048008	M8995
128049000	M5392
128050000	#HLT
128052008	I99X
128053003	I802
128054009	I828
128055005	I828
128056006	I99X
128058007	I878
128059004	I878
128060009	I839
128061008	Q728
128062001	Q273
128063006	Q273
128064000	Q265
128065004	Q273
128066003	Q273
128067007	Q265
128068002	K929
128069005	S399
128070006	#HLT
128071005	#HLT
128072003	I878
128073008	N289
128074002	N949
128076000	O998
128077009	O719
128078004	G610
128080005	H162
128082002	H508
128083007	H508
128084001	H508
128086004	D582
128088003	D689
128090002	O723
128091003	D694
128092005	D695
128093000	D696
128094006	T809
128095007	D691
128096008	D691
128096008	Q899
128098009	D688
128099001	D691
128100009	D691
128101008	D682
128102001	D698
128103006	D698
128105004	D680
128106003	D680
128107007	D680
128108002	D680
128113003	D680
128114009	D680
128115005	D698
128116006	G98X
128117002	B99X
128119004	B99X
128120005	B49X
128121009	#HLT
128123007	G909
128124001	Q079
128125000	S2740
128126004	#HLT
128127008	#HLT
128128003	G939
128129006	I779
128130001	M259
128131000119102	Z876
128131002	#HLT
128132009	#HLT
128133004	M259
128134005	N839
128135006	#HLT
128136007	M2596
128137003	#HLT
128138008	M2597
128139000	#HLT
12814002	D728
128145008	#NC
128146009	#HLT
128147000	#NC
128148005	#NC
128149002	#NC
128150002	#NC
12815001	T413
128151003	#NC
128152005	#NC
128153000	#HLT
12816000	#NC
128161000119105	Z876
128171000119104	I671
12818004	N288
128187005	G441
128188000	G809
128189008	G589
128190004	E889
128191000	B060D
128191000	G051A
128192007	G629
128193002	P142
128194008	G573
128195009	G573
128196005	M5416
128197001	M541
128200000	M792
12820001	M533
1282001	J387
128203003	G600
128204009	G600
128205005	G608
128206006	G608
128207002	G588
128208007	G628
128209004	G618
128210009	G540
128211000119102	B602
128211000119102	G052A
128211008	G540
128212001	G121
128213006	G709
128215004	A309
128215004	G589
128217007	L989
128218002	I679
128219005	Q751
128220004	M869
128221000	M898
128222007	M8668
128223002	K079
128224008	K079
128225009	M8998
128226005	M8998
128227001	M8998
128228006	M8998
128229003	M8998
128230008	M8998
128231007	M8998
128232000	M8998
128233005	K108
128234004	K108
128235003	I899
128236002	L989
128237006	#HLT
128238001	I519
128239009	#HLT
128241005	K759
12825006	B608
128254003	#NC
128255002	#HLT
128256001	#NC
128258000	#NC
128264007	E161
128264007	R730
128265008	I898
128268005	M139
128270001	P399
128271002	P399
128272009	J989
128273004	L028
128274005	Q309
128275006	Q309
128276007	L031
128277003	L038
128278008	L033
128279000	L031
128280002	L031
128281003	L038
128282005	L030
128283000	G98X
128284006	K929
128285007	K089
128286008	K267
128287004	K277
128288009	K287
128289001	E889
128290005	#HLT
128292002	I516
128293007	F99X
128294001	#HLT
128295000	H578
128296004	H578
128297008	H939
128300003	I899
128301004	T659
128302006	B182
128307000	#NC
128308005	#HLT
128309002	#NC
128310007	#NC
128321003	K559
128327004	Q158
128328009	G938
128329001	H476
128331000119100	#NC
128331005	H473
128332003	Q459
128333008	A099
128334002	Q386
128335001	Q439
128336000	Q385
128337009	#HLT
128345004	S198
128346003	Q898
128347007	Q439
128348002	#HLT
128349005	K137
128350005	H108
128351009	H440
128352002	Q134
128353007	Q129
128381000119104	A410
128381000119104	U821
128381000119104	R572
128391000119101	Z635
128398001	B99X
1284000	K075
128402005	I99X
128403000	I518
128404006	I500
128405007	B332
128405007	I430A
128415001	#HLT
128421002	M728
128430005	#HLT
128431009	G910
128458002	L940
128460000	M349
128461001	M349
128462008	C799
128463003	D141
128464009	#HLT
128465005	C795
128466006	C419
128467002	D480
128468007	H319
128470003	E348
12847006	K260
128473001	H209
128474007	D351
128475008	D351
128477000	L029
128478005	N499
128481000	#HLT
128481000119107	Z975
128482007	#HLT
128483002	H059
128484008	I899
128485009	H46X
128487001	I516
128491006	#HLT
128494003	T146
128495002	S861
128515003	S001
128516002	#HLT
128518001	T178
128519009	#HLT
128524007	K639
128525008	K639
128526009	R252
128527000	M629
128529002	N649
12853006	G08X
128533009	Q142
128534003	Q149
128535002	#HLT
128536001	#HLT
128540005	#HLT
128543007	N488
128544001	Q742
128545000	K439
128551005	I770
128555001	Q245
128556000	Q245
128557009	Q245
128558004	Q245
128561003	#HLT
128562005	I518
128563000	Q208
128566008	Q264
128567004	Q268
128568009	Q268
128584005	Q257
12859005	#NC
128596003	E713
128597007	#HLT
128598002	#HLT
128599005	Q249
128600008	K519
1286003	D684
128601007	J22X
128602000	H519
128603005	#HLT
128604004	#HLT
128605003	#HLT
128606002	N399
128608001	I671
128609009	I671
128612007	G401
128613002	R568
128614008	G049
128618006	#HLT
128619003	#HLT
12864009	N492
12867002	O363
12869004	R438
1287007	Q445
128711000119106	J152
128711000119106	B956
12873001	L280
128731000119101	Z866
12876009	T460
12879002	A931
12882007	#NC
128862000	L988
128863005	R599
128864004	L988
128865003	L988
128866002	B880
128869009	B86X
128870005	B86X
128871009	D479
128871009	B978
128872002	B279
128873007	R229
128873007	B948
128874001	C866
128875000	C866
12890007	M8697
128926000	#NC
128936008	L089
128937004	L089
128938009	B889
128939001	L089
128940004	#HLT
128942007	B608
128944008	A499
128945009	A498
12897005	Q621
128971000119101	D891
128971000119101	B182
128973006	#HLT
128974000	#NC
128975004	#NC
128976003	#NC
128977007	#NC
128978002	#NC
12898000	T404
128984004	H440
128985003	Q132
128997002	J988
128998007	I516
128999004	#HLT
129000002	C966
129001003	#NC
129007	#NC
12901004	P744
129023004	#NC
129026007	#NC
129028008	#NC
129029000	#NC
129030005	#NC
12903001	M439
129031009	#NC
129032002	#NC
129033007	#NC
129035000	#NC
129037008	#NC
129038003	#NC
129039006	Z741
129040008	#NC
129041007	#NC
129042000	#NC
129043005	Z748
129045003	Z741
129046002	#NC
129048001	#NC
129050009	#NC
12905008	#NC
129051008	#NC
129054000	#NC
129055004	#NC
129057007	#NC
129062008	#NC
129063003	#NC
129065005	Z741
129066006	#NC
129068007	#NC
12907000	D531
129071004	#NC
129072006	#NC
129073001	#NC
129074007	#NC
129075008	#NC
129077000	#NC
129078005	#NC
12908005	N135
129103003	N809
129104009	F89X
12912004	S0691
129127001	H669
129128006	N159
129129003	K658
129131007	G610
129132000	G049
129133005	M028
129133005	Z861
129134004	J069
129135003	T113
129136002	T133
129137006	T094
129138001	M5394
129139009	M5396
129141000119104	K259
129141000119104	Y453
129144002	S170
129151000119102	N184
129151000119102	I129
129154003	#HLT
129156001	T143
129157005	T112
129161000119100	N185
129161000119100	I120
129161004	S331
129162006	S331
129163001	S331
129164007	S332
129165008	S231
129166009	S331
129171000119106	N183
129171000119106	I129
129179000	M791
129181000119109	N182
129181000119109	I129
12920002	L308
129232009	E880
129255007	R298
12926008	T622
12929001	#NC
12932003	K804
12939007	F201
129451001	J848
129452008	J849
129456006	#HLT
129501000119107	M533
129511000119105	M533
129561000119108	N178
129562004	F458
129563009	M069
129563009	M908A
129565002	M629
129566001	M818
129567005	J392
129568000	J380
129570009	Z587
12957008	E700
129571000119102	T784
129571000119102	Y848
129571008	T178
129572001	T181
129573006	I7090
129574000	I219
129575004	T821
129576003	W279
129576003	Y462
129577007	T794
129578002	#NC
129579005	#NC
129581000119104	T806
129581000119104	Y593
129582000	Q245
129583005	K137
129584004	K137
129585003	K590
129586002	N948
129587006	K915
129588001	R628
129589009	E781
129590000	E783
129591001	E782
129593003	G589
129595005	N368
129596006	G710
129597002	O210
129598007	O211
129599004	P080
129599004	P008
129600001	O028
129601002	Q431
129602009	F843
129603004	Z637
129604005	F220
129605006	F452
129606007	F070
129607003	#HLT
129608008	G318
129609000	G119
129610005	R51X
129611009	G628
129612002	G508
129613007	G521
129614001	G522
129614001	G528
129614001	G523
129615000	G527
129616004	E802
129616004	G633A
129617008	G588
129618003	G904
129620000	G710
12962009	B399
129621001	G712
129622008	G712
129623003	H211
129625005	H534
129626006	H534
129627002	H168
129628007	H830
129629004	H911
129630009	H911
12963004	R18X
129631008	H919
129632001	E349
129633006	E283
129634000	E291
129635004	N981
129636003	E279
129637007	E279
129638002	D594
129639005	D720
129640007	D70X
129641006	D70X
129642004	D70X
129643009	D70X
129644003	D720
129645002	D720
129646001	R771
129647005	D801
129648000	D830
129649008	D830
129650008	R771
129651007	D45X
129654004	D688
129656002	T889
129660004	T451
129662007	T451
129663002	T451
129664008	T451
129665009	T451
129666005	T451
129667001	A368
129667001	G630A
129668006	L984
129669003	A044
129669003	Z33X
129670002	A600
129670002	N748A
129671003	B971
129672005	B379
129673000	#NC
129675007	V899
129676008	#NC
129679001	#NC
129680003	#HLT
129681004	#NC
129682006	#NC
129683001	#NC
129685008	#NC
129686009	#NC
129687000	#NC
129688005	#NC
129689002	#NC
12969000	F317
129690006	#NC
129691005	#NC
129692003	#NC
129693008	#NC
129694002	#NC
129696000	#NC
129697009	#NC
129698004	#NC
129699007	#NC
129700008	#NC
1297003	B430
1297003	L998A
129701007	#NC
129702000	#NC
129703005	#NC
129704004	#NC
129705003	#NC
129706002	#NC
129707006	#NC
129708001	#NC
129709009	#NC
129710004	#NC
129711000	#NC
129713002	#NC
129714008	#NC
129715009	#NC
129716005	#NC
129717001	#NC
129718006	#NC
129719003	#NC
129720009	#NC
129721000119106	N179
129721008	#NC
129722001	#NC
129723006	#NC
129724000	#NC
129725004	#NC
129726003	#NC
129727007	#NC
129728002	#NC
129729005	#NC
129730000	#NC
129731001	#NC
129732008	#NC
129733003	#HLT
129734009	#NC
129735005	#HLT
129736006	#HLT
129737002	#NC
129738007	#HLT
129739004	#HLT
129740002	#HLT
129741003	#HLT
129742005	#HLT
129743000	#NC
129744006	#NC
129745007	#NC
129746008	#NC
129747004	#NC
129748009	#HLT
129749001	#HLT
129750001	#HLT
12975009	B748
129751002	#HLT
129752009	#HLT
129753004	#NC
129754005	#HLT
129755006	#HLT
129756007	#HLT
129757003	R92X
129758008	#HLT
129759000	R938
129760005	#HLT
129761009	#NC
129762002	#HLT
129763007	#HLT
129764001	#HLT
129765000	#HLT
129766004	#HLT
129767008	#HLT
129768003	#HLT
129769006	#HLT
129770007	#HLT
129771006	#NC
129772004	#NC
129773009	#NC
129774003	#NC
129775002	#NC
129776001	#NC
129777005	#NC
129778000	#NC
129779008	#NC
129780006	#NC
129781005	#NC
129782003	#NC
129783008	#NC
129784002	#NC
129785001	#NC
129786000	#NC
129787009	#NC
129788004	R92X
129789007	Q838
129790003	Q838
12979003	T676
129791004	#NC
129792006	Q838
129793001	R92X
129794007	#NC
129795008	N645
129796009	N645
129797000	R234
129801000119109	N859
129805008	#NC
129806009	#NC
129807000	#NC
129808005	#NC
129809002	#NC
129810007	#NC
129811006	#NC
129812004	#NC
129813009	#NC
129814003	#NC
129815002	R629
129816001	#NC
129817005	#HLT
129818000	#NC
129819008	#NC
12982008	R012
129821003	#NC
129822005	#NC
129823000	#HLT
129825007	#NC
129826008	#NC
129827004	#NC
129828009	#NC
129829001	#NC
129830006	#NC
12983003	O070
12983003	A419
12983003	R572
129831005	Z911
129832003	Z911
129833008	Z911
129834002	Z911
129835001	Z911
129836000	Z911
129837009	#NC
129838004	#NC
129839007	#NC
129840009	#NC
129841008	#NC
129842001	#NC
129843006	Z108
129844000	#NC
129845004	#NC
129846003	#NC
129847007	R32X
129849005	#NC
129850005	#NC
12985005	A181D
12985005	N518A
129851009	R194
129853007	R32X
129855000	#NC
129857008	R263
129859006	R263
129860001	#NC
129861002	#NC
129862009	#NC
129863004	#NC
129864005	#NC
129865006	#NC
129866007	#NC
129867003	#NC
129868008	#NC
129869000	#NC
129870004	#NC
129871000	#NC
129872007	#NC
129873002	Z631
129874008	#NC
129875009	#NC
129876005	#NC
129878006	Z637
129879003	#NC
129880000	#NC
129881001	#NC
129882008	#NC
129885005	#NC
129886006	#NC
129888007	#NC
129889004	#NC
129890008	#HLT
129891007	#NC
129892000	#HLT
129893005	#NC
129894004	R067
129895003	#NC
129896002	#NC
129897006	#NC
129898001	#HLT
129899009	#NC
129900004	#NC
129901000	#NC
129902007	#NC
129903002	P929
129904008	#HLT
129907001	#NC
129908006	#NC
130021000119100	J340
13003007	E721
1300561000000107	#NC
1300571000000100	#NC
1300591000000101	#NC
130061000119105	#NC
13007008	#NC
130071000119104	#NC
1300721000000109	U071
1300721000000109	U071
1300731000000106	U072
1300731000000106	U072
130081000119101	O285
13008751000119103	K522
130091000119103	R508
1301000119100	Z854
130121000119104	F842
130121000119104	F028A
13016271000119104	Z866
13016311000119104	Z866
13016361000119101	Z866
13019000	S831
130197005	#NC
13025001	K514
13026000	K551
13028004	R298
13036008	T859
13044008	R470
13045009	H570
13047001	S6231
13048006	C859
13052006	#NC
13054007	T443
130551000119103	Z955
13057000	R073
13059002	Q809
130591000119108	Z874
130611000119103	N908
130611000119103	Z917
130621000119105	N908
130621000119105	Z917
130631000119108	N908
130631000119108	Z917
130731000119100	M5397
130771000119102	#NC
1308001	T859
13081000119109	H598
13082000	R091
13085003	T270
13087006	J387
13089009	J218
13089009	B970
13091000119107	M2491
13092008	G310
13093003	T055
13094009	P284
130948000	#NC
130949008	R398
130950008	R398
13095005	A510
130955003	P209
130958001	O438
130959009	O418
130960004	O419
130961000	#NC
130962007	N645
130963002	N608
130964008	#NC
130965009	F900
130966005	#NC
130967001	#NC
130968006	X849
130969003	#NC
130970002	#NC
130971003	#NC
130972005	#HLT
130973000	#NC
130974006	R292
130975007	R292
130976008	R292
130977004	R292
130978009	#HLT
130979001	#NC
130980003	#NC
130981004	#HLT
130982006	#HLT
130983001	#NC
130984007	#NC
130985008	R448
130987000	R410
130988005	R410
130989002	G479
130990006	R470
130993008	#NC
130994002	#HLT
130995001	R798
130996000	#NC
130997009	#HLT
130999007	#NC
131000006	#NC
13100007	O048
131000119109	R748
1310004	R730
131001005	#HLT
131002003	#NC
131003008	#NC
131004002	#HLT
131005001	R798
131006000	#NC
131007009	#HLT
131008004	#NC
131009007	#NC
131010002	#HLT
13101006	L708
131011003	#NC
131012005	#NC
131013000	#HLT
131014006	#NC
131015007	#NC
131017004	R798
131018009	#HLT
131019001	#NC
131020007	#NC
131022004	#NC
131023009	#NC
131024003	#HLT
131025002	#NC
131026001	#NC
131028000	#NC
131029008	#NC
131030003	#HLT
131031004	#NC
131032006	#NC
131033001	#HLT
131034007	#NC
131035008	#NC
131036009	#HLT
131037000	#NC
131038005	#NC
131039002	#HLT
131040000	#NC
13104003	#NC
131041001	#NC
131042008	#HLT
131043003	#NC
131044009	#NC
131045005	#HLT
131046006	#NC
131048007	#HLT
131049004	#NC
131050004	#NC
131051000	#HLT
131052007	#NC
131053002	#NC
131054008	#HLT
131055009	#NC
131056005	#NC
131058006	#NC
131059003	#NC
131060008	#HLT
13106001	#NC
131061007	#HLT
131062000	#NC
131063005	#NC
131064004	#HLT
131065003	#NC
131066002	#NC
131067006	#HLT
131068001	#NC
131069009	#NC
131070005	#NC
131071009	#HLT
131072002	#NC
131073007	#NC
131074001	#NC
131075000	#NC
131076004	#HLT
131077008	#NC
131078003	R798
131080009	#NC
131081008	#NC
131082001	#HLT
131083006	#NC
131084000	#NC
131086003	#NC
131087007	#NC
131088002	#HLT
131089005	#NC
131090001	#NC
13109008	E343
13109008	E643
131091002	#HLT
131092009	#NC
131093004	#NC
131094005	#HLT
131095006	#NC
131096007	#NC
131097003	#HLT
131098008	#NC
131099000	#NC
131100008	#HLT
1311000119102	Z858
131101007	#NC
131102000	#NC
131103005	#NC
131104004	#NC
131105003	#HLT
131106002	#NC
131107006	#NC
131108001	#NC
131109009	#NC
131110004	#NC
131111000	#NC
131112007	#NC
131113002	#NC
131114008	#NC
131115009	#NC
131116005	#NC
131117001	#NC
131118006	#HLT
131119003	#NC
131120009	#HLT
131121008	#NC
131122001	#NC
131123006	#NC
131124000	#NC
131125004	#NC
131126003	#NC
131127007	#NC
131128002	#NC
131129005	#NC
131130000	#NC
131131001	#NC
131132008	#NC
131133003	#NC
131134009	#NC
131135005	#NC
131136006	#NC
131137002	#NC
131138007	#HLT
131139004	#NC
131140002	#NC
13114007	S005
131141003	#NC
131145007	#NC
131149001	#NC
131150001	#NC
131151002	#NC
131152009	#NC
131153004	#NC
131154005	#NC
131155006	#NC
131156007	#NC
131157003	#NC
131158008	#NC
131159000	#NC
131160005	#NC
131161009	#NC
131162002	#NC
131163007	#NC
131164001	#NC
131165000	#NC
131166004	#NC
131167008	#NC
131168003	#NC
131169006	#NC
13117000	#NC
131171006	#NC
131172004	#NC
131173009	#NC
131174003	#NC
131175002	#NC
131176001	#NC
131177005	#NC
131178000	#NC
131179008	#NC
131180006	#NC
131181005	#NC
131182003	H539
131201000119108	#HLT
13125003	N711
13127006	#HLT
13131000	M431
131331000119108	H570
13140001	T282
13141002	L942
131411000119107	A878
131411000119107	G020A
13144005	E744
13145006	S708
131461000119105	Z867
131471000119104	Z867
13151001	J661
131521000119101	Z955
131551000119109	Z955
131561000119106	Z955
13158007	H831
131581000119102	Z955
13159004	S013
131591000119104	Z955
13160009	T868
131601000119106	Z955
13164000	H549
1317001	S3740
13172003	D694
13177009	J391
13180005	N925
1318006	#NC
13184001	#NC
13187008	T401
13194006	S2210
13194006	S241
13196008	E232
13197004	#HLT
13200003	K279
13201000132100	L309
13206009	Q321
132091000119104	T828
1321000119109	Z851
1321101000000103	#NC
132111000119107	T828
1321111000000101	Z038
1321121000000107	#NC
13212004	T292
1321241000000105	U071
1321241000000105	U071
1321241000000105	B332
1321241000000105	B332D
1321241000000105	I430A
1321241000000105	I430A
13213009	Q249
132131000119102	I802
132141000119106	I802
132151000119108	I802
1321541000000108	#NC
1321551000000106	#NC
1321561000000109	#NC
1321571000000102	#NC
1321581000000100	#NC
1321591000000103	#NC
13216001	T604
132161000119105	I802
1321621000000100	#NC
1321631000000103	#NC
1321641000000107	#NC
1321651000000105	#NC
1321661000000108	#NC
1321681000000104	#NC
1321691000000102	#NC
13217005	J47X
1321701000000102	#NC
132171000119104	I802
1321761000000103	#NC
1321771000000105	#NC
1321781000000107	#NC
1321791000000109	#NC
1321841000000106	#NC
1321861000000107	#NC
1321871000000100	#NC
1321881000000103	#NC
132191000119103	I801
132201000119100	I801
132221000119109	I828
132241000119103	I802
13225007	B060D
13225007	G051A
132251000119101	I802
132261000119104	I802
132271000119105	I802
1322781000000102	#NC
1322791000000100	#NC
1322801000000101	#NC
132281000119108	I802
1322821000000105	#NC
1322831000000107	#NC
1322841000000103	#NC
1322851000000100	#NC
1322871000000109	#NC
1322891000000108	#NC
1322901000000109	#NC
132291000119106	I801
1322911000000106	#NC
1323006	T365
132301000119107	I801
132321000119103	I828
1323351000000104	O209
1323361000000101	T230
13236000	Q762
13243006	A661
132531000119105	I828
132551000119104	I828
132591000119109	I828
132601000119102	I828
132611000119104	I828
13262009	N908
13265006	B169
13266007	J323
13267003	K318
13271000119101	M512
13272007	A282
132721000119104	I10X
13273002	#NC
13274008	J841
13277001	L700
13280000	Q870
13282008	Q133
13285005	N308
13286006	T185
13289004	S0681
13290001000004109	R845
13290008	I723
13291000119100	M512
13300001	#NC
13301002	L031
133031000119106	T828
13306007	E723
133081000119107	H188
133091000119105	F319
13310005	A521
133121000119109	F388
13313007	F319
133171000119105	J370
13320001000004109	R845
1332008	H534
133211000119107	H611
13322008	G443
133221000119100	E343
13323003	#NC
13325005	M866
133301000119102	G312
13333006	#NC
13335004	N189
133361000119101	H350
133361000119101	Y493
13338002	B07X
13339005	B689
133411000119108	K551
133421000119101	K550
13343009	#HLT
133451000119109	M2485
1335005	N486
13351431000119102	C770
13352000	Q288
13353005	H570
133531000119104	C809
13365009	K912
13370002	M722
133731000119108	#HLT
133751000119102	C859
13379001	T622
133791000119107	E888
13384007	O038
133841000119105	C443
13386009	G061
133871000119103	C446
133881000119100	C447
133935000	#NC
133938003	Z637
133939006	Z637
133940008	Z637
13394002	J673
13395001	I455
133951000119104	G379
133961000119102	H102
133971000119108	I269
133978931000132109	#NC
133981000119106	R471
133981000119106	I698
13399007	#NC
133991000119109	F801
133991000119109	I698
134006	#NC
13401001	Q103
134021000119105	R11X
134031000119108	N850
13404009	O430
134193000	L988
134194006	M842
134199001	R72X
13420004	B053D
13420004	H671A
134204007	#NC
134205008	#NC
134209002	D352
134219008	Q742
134251000119105	P968
134251000119105	R628
134267003	#NC
134269000	#NC
134270004	#NC
134271000	#NC
134273002	#NC
134274008	#NC
134275009	#NC
134276005	#NC
134277001	#NC
134278006	#NC
134280000	#NC
134281001	#NC
134282008	#NC
134284009	#NC
134285005	#NC
134286006	#NC
134288007	T825
134290008	J383
1343000	O640
134301000119104	#NC
134312002	C411
134335004	D481
134374006	#NC
134375007	#NC
134376008	#NC
13438001	F938
134399007	I802
134399007	X518
134401001	I518
134402008	K828
134405005	Z031
134406006	#NC
134407002	M549
134416003	#NC
134417007	#NC
134418002	#NC
134419005	#NC
134420004	#NC
134421000	C795
134421000	M907A
134424008	T952
134436002	#NC
134439009	Z824
13445001	H810
13446000	#NC
134461000119108	Z859
134481000119104	#NC
13449007	Q870
1345007	L030
13453009	Q248
13456001	S2210
13456001	S241
134561000119109	Z634
13457005	T185
134571000119103	Z633
134591000119102	Z814
13463001	S131
13464007	B888
13465008	#NC
13466009	K567
13468005	K038
13470001	K510
13471002	B79X
134771000119108	R448
134771000119108	I694
134781000119106	Z351
134811000119108	P916
134821000119101	P916
13483000	K311
134831000119103	P916
13486008	#NC
13488009	#NC
134891000119104	L942
13490001000004105	E872
13491000119101	N137
13493007	H501
134961000119104	I828
13497008	T634
13498003	S1270
13499006	Q106
13500002	#NC
135001000119100	I828
135011000119102	I828
13503000	T507
13504006	K20X
135061000119104	I822
13507004	D65X
135071000119105	I822
1351000119101	Z860
1351002	S355
135141000119104	N508
13516000	K828
135171000119106	J459
135181000119109	J459
135261000119106	B650
13530005	Q631
135301000119103	G478
135301000119103	Z721
135311000119100	G470
135311000119100	Z721
135321000119107	G471
135321000119107	Z721
135331000119105	G472
135331000119105	Z721
13534001	F444
135341000119101	A498
13538003	K130
13543005	#HLT
13547006	#NC
13549009	B658
135491000119100	D369
135491000119100	G992A
135511000119105	C809
135511000119105	G992A
135521000119103	N368
13553006	S933
135531000119100	I739
13555004	Q932
13557007	B882
1356007	K805
13567002	T708
13568007	Q402
13570001000004105	K550
13570003	A180D
13570003	M680A
135761000119101	G312
135781000119105	E039
135781000119105	G328A
135792006	#NC
135793001	#NC
135801000119109	G935
13581000	F312
135810007	#NC
135811000119107	G318
135811000119107	F028A
135815002	#NC
135816001	#NC
135817005	#NC
135818000	#NC
135819008	#NC
135820002	#NC
13582007	L279
135821003	#NC
135827004	#NC
135828009	#NC
135830006	K297
135834002	R298
135836000	J449
135838004	#NC
135841008	L309
135843006	L309
135846003	#NC
135849005	L029
135850005	T814
135851009	S763
135860001	M549
135869000	S312
135872007	#NC
135873002	R202
135874008	T141
135876005	N644
135879003	Z873
135882008	J00X
135883003	R05X
135883003	R509
135884009	D331
135888007	R21X
13595002	N835
13596001	A368
13596001	K678A
13600006	L739
13601000119109	I678
13601005	F600
13603008	#NC
136051000119105	R104
13608004	B005
13608004	H220A
1361000119104	Z872
1361009	H448
13616008	S058
13617004	J40X
13624003	Q740
13628000	R490
13629008	P809
13630003	Q447
1363007	P003
13631004	B880
13632006	T444
13640000	I498
13641000119106	A084
13644009	E780
13645005	J449
13649004	Q750
136571000119109	R104
13658006	M910
136611000119100	Z861
13670005	F648
1367008	S352
13671009	Q643
13674001	Q998
136751000119108	T858
136771000119104	T858
136781000119101	T858
136791000119103	M5464
13680009	L031
136801000119102	K590
136801000119102	Y450
13689005	Q239
13691000119103	G062
13694005	G608
13695006	S3250
1370007	S6231
13703002	#NC
13706005	H111
1371000119105	R490
13710008	B007
13712000	#NC
13720003	D890
1372004	Q514
13724007	#NC
13730001000004107	I829
137301000119105	T149
137301000119105	V199
13731006	A513
13733009	L603
13734003	H540
13735002	T889
13736001	S619
13737005	S408
13740005	#NC
137401000119102	Z866
137421000119106	E050
13746004	F319
137471000119107	Z982
13751005	T631
137511000119103	#NC
13752003	S0691
13753008	G513
13754002	T603
13758004	N47X
1376001	F605
13762005	H501
13763000	#NC
137631000119107	L97X
13766008	A34X
13771001	K658
137721000119102	Z873
137731000119104	Z916
137741000119108	Z873
137751000119105	Z873
137771000119101	Z873
137791000119100	M1122
1378000	S998
137871000119109	Z863
137891000119105	R104
13790001000004101	A490
13790001000004101	B956
13790001000004101	U821
13791008	R53X
137931000119102	E116
137931000119102	E785
137941000119106	E106
137941000119106	E785
13795004	P721
137961000119105	Z874
137971000119104	Z874
13798002	#NC
137991000119103	R568
137991000119103	I694
1380006	F400
13802001	L024
13806003	Q647
138081000119104	#NC
138091000119101	Z876
138141000119108	Z858
13816006	B89X
