ConceptId	MapTarget
295912001	T432
295912001	X619
295913006	T432
295913006	X419
295914000	T432
295915004	T432
295915004	X419
295916003	T432
295916003	X619
295917007	T432
295917007	X419
295918002	T432
295919005	T432
295920004	T432
295920004	X419
295921000	T432
295921000	X619
295922007	T432
295922007	X419
295923002	T432
295924008	T432
295924008	X419
295925009	T432
295925009	X619
295926005	T432
295926005	X419
295927001	T432
295928006	T432
295928006	X419
295929003	T432
295929003	X619
295930008	T432
295930008	X419
295931007	T432
295932000	T432
295932000	X419
295933005	T432
295933005	X619
295934004	T432
295934004	X419
295935003	T432
295936002	T432
295936002	X419
295937006	T432
295937006	X619
295938001	T432
295938001	X419
295939009	T432
295940006	T432
295940006	X419
295941005	T432
295941005	X619
295942003	T432
295942003	X419
295943008	T430
295944002	T430
295945001	T430
295945001	X419
295946000	T430
295946000	X619
295947009	T430
295947009	X419
295948004	T430
295949007	T430
295949007	X419
295950007	T430
295950007	X619
295951006	T430
295951006	X419
295952004	T432
295953009	T432
295953009	X419
295954003	T432
295954003	X619
295955002	T432
295955002	X419
295956001	T432
295957005	T432
295957005	X419
295958000	T432
295958000	X619
295959008	T432
295959008	X419
295960003	T426
29596007	R068
295961004	T426
295962006	T426
295962006	X419
295963001	T426
295963001	X619
295964007	T426
295964007	X419
295965008	T426
295966009	T426
295966009	X419
295967000	T426
295967000	X619
295968005	T426
295968005	X419
295969002	T428
295970001	T428
295970001	X419
295971002	T428
295971002	X619
295972009	T428
295972009	X419
295973004	T426
295974005	T426
295974005	X419
295975006	T426
295975006	X619
295976007	T426
295976007	X419
295978008	T426
295979000	T426
295979000	X419
295980002	T426
295980002	X619
295981003	T426
295981003	X419
295982005	T423
295983000	T423
295984006	T423
295984006	X419
295985007	T423
295985007	X619
295986008	T423
295986008	X419
295987004	T423
295988009	T423
295988009	X419
295989001	T423
295989001	X619
29599000	F205
295990005	T423
295990005	X419
295991009	T426
295992002	T426
295992002	X419
295993007	T426
295993007	X619
295994001	T426
295994001	X419
295995000	T421
295996004	T421
295996004	X419
295997008	T421
295997008	X619
295998003	T421
295998003	X419
295999006	T426
296000008	T426
296000008	X419
296001007	T426
296001007	X619
296002000	T426
296002000	X419
296003005	T420
296004004	T420
296004004	X619
296005003	T420
296005003	X419
296006002	T422
296007006	T422
296007006	X419
296008001	T422
296008001	X619
296009009	T422
296009009	X419
296010004	T424
296011000	T424
296011000	X419
296012007	T424
296012007	X619
296013002	T424
296013002	X419
296015009	T427
296016005	T426
296017001	T426
296017001	X419
296018006	T426
296018006	X619
296019003	T426
296019003	X419
296020009	T426
29602005	T451
296021008	T426
296021008	X419
296022001	T426
296022001	X619
296023006	T426
296023006	X419
296024000	T426
296025004	T426
296025004	X419
296026003	T426
296026003	X619
296027007	T426
296027007	X419
296028002	T426
296029005	T426
296029005	X419
296030000	T426
296030000	X619
296031001	T426
296031001	X419
296032008	T426
296033003	T426
296033003	X419
296034009	T426
296034009	X619
296035005	T426
296035005	X419
296036006	T423
296037002	T423
296038007	T423
296038007	X419
296039004	T423
296039004	X619
296040002	T423
296040002	X419
29604006	B812
296041000119103	M912
296041003	T423
296042005	T423
296042005	X419
296043000	T423
296043000	X619
296044006	T423
296044006	X419
296045007	T423
296046008	T423
296046008	X419
296047004	T423
296047004	X619
296048009	T423
296048009	X419
296049001	T423
296050001	T423
296050001	X419
296051002	T423
296051002	X619
296052009	T423
296052009	X419
296053004	T424
296054005	T424
296055006	T424
296055006	X419
296056007	T424
296056007	X619
296057003	T424
296057003	X419
296058008	T424
296059000	T424
296059000	X419
296060005	T424
296060005	X619
296061009	T424
296061009	X419
296062002	T424
296063007	T424
296063007	X419
296064001	T424
296064001	X619
296065000	T424
296065000	X419
296066004	T424
296067008	T424
296067008	X419
296068003	T424
296068003	X619
296069006	T424
296069006	X419
296070007	T424
296071006	T424
296071006	X419
296072004	T424
296072004	X619
296073009	T424
296073009	X419
296074003	T424
296075002	T424
296075002	X419
296076001	T424
296076001	X619
296077005	T424
296077005	X419
296079008	T424
296080006	T424
296080006	X419
29608009	J051
296081005	T424
296081005	X619
296082003	T424
296082003	X419
296083008	T424
296084002	T424
296084002	X419
296085001	T424
296085001	X619
296086000	T424
296086000	X419
296087009	T424
296088004	T424
296088004	X419
296089007	T424
296089007	X419
296090003	T424
29609001	N842
296091004	T424
296091004	X419
296092006	T424
296092006	X619
296093001	T424
296093001	X419
296094007	T424
296095008	T424
296095008	X419
296096009	T424
296096009	X619
296097000	T424
296097000	X419
296098005	T424
296099002	T424
296099002	X419
296100005	T424
296100005	X619
296101009	T424
296101009	X419
296102002	T424
296103007	T424
296103007	X419
296104001	T424
296104001	X619
296105000	T424
296105000	X419
296106004	T424
296107008	T424
296107008	X419
296108003	T424
296108003	X619
296109006	T424
296109006	X419
296110001	T424
296111002	T424
296111002	X419
296112009	T424
296112009	X619
296113004	T424
296113004	X419
296114005	T424
296115006	T424
296115006	X419
296116007	T424
296116007	X619
296117003	T424
296117003	X419
296118008	T424
296119000	T424
296119000	X419
296120006	T424
296120006	X419
296121005	T424
296122003	T424
296122003	X419
296123008	T424
296123008	X619
296124002	T424
296124002	X419
296125001	T424
296126000	T424
296126000	X419
296127009	T424
296127009	X419
296128004	T424
296128004	X419
296129007	T424
296129007	X419
296130002	T600
296131003	T435
296132005	T435
296132005	X419
296133000	T435
296133000	X619
296134006	T435
296134006	X419
296135007	T426
296136008	T426
296137004	T426
296137004	X419
296138009	T426
296138009	X619
296139001	T426
296139001	X419
296140004	T426
296141000	T426
296141000	X419
296141000119104	M2303
296142007	T426
296142007	X619
296143002	T426
296143002	X419
296144008	T426
296145009	T426
296145009	X419
296146005	T426
296146005	X619
296147001	T426
296147001	X419
296148006	T435
296149003	T435
296149003	X419
296150003	T435
296150003	X619
296151004	T435
296151004	X419
296152006	T426
296153001	T426
296153001	X419
296154007	T426
296154007	X619
296155008	T426
296155008	X419
296156009	T435
296157000	T435
296158005	T435
296158005	X419
296159002	T435
296159002	X619
296160007	T435
296160007	X419
296161006	T435
296162004	T435
296162004	X419
296163009	T435
296163009	X619
296164003	T435
296164003	X419
296165002	T424
296166001	T424
296166001	X419
296167005	T424
296167005	X619
296168000	T424
296168000	X419
296169008	T435
296170009	T435
296170009	X419
296171000119106	M2324
296171008	T435
296171008	X619
296172001	T435
296172001	X419
296173006	T435
296174000	T435
296174000	X419
296175004	T435
296175004	X619
296176003	T435
296176003	X419
296177007	T434
296178002	T434
296180008	T434
296180008	X419
29618004	G232
296181000119109	M2321
296181007	T434
296181007	X619
296182000	T434
296182000	X419
296183005	T434
296184004	T434
296184004	X419
296185003	T434
296185003	X619
296186002	T434
296186002	X419
296187006	T434
296188001	T434
296188001	X419
296189009	T434
296189009	X619
296190000	T434
296190000	X419
296191000119107	M2326
296191001	T435
296192008	T435
296192008	X419
296193003	T435
296193003	X619
296194009	T435
296194009	X419
296195005	T435
296196006	T435
296197002	T435
296197002	X419
296198007	T435
296198007	X619
296199004	T435
296199004	X419
296200001	T435
296201000119105	M2323
296201002	T435
296201002	X419
296202009	T435
296202009	X619
296203004	T435
296203004	X419
296204005	T433
296205006	T433
296206007	T433
296206007	X419
296207003	T433
296207003	X619
296208008	T433
296208008	X419
296209000	T433
296210005	T433
296210005	X419
296211000119108	M2325
296211009	T433
296211009	X619
296212002	T433
296212002	X419
296213007	T433
296214001	T433
296214001	X419
296215000	T433
296215000	X619
296216004	T433
296216004	X419
296217008	T433
296218003	T433
296218003	X419
296219006	T433
296219006	X619
296220000	T433
296220000	X419
296221000119101	M2322
296221001	T433
296222008	T433
296222008	X419
296223003	T433
296223003	X619
296224009	T433
296224009	X419
296225005	T433
296226006	T433
296226006	X419
296227002	T433
296227002	X619
296228007	T433
296228007	X419
296229004	T433
296230009	T433
296230009	X419
296231008	T433
296231008	X619
296232001	T433
296232001	X419
296233006	T433
296234000	T433
296234000	X419
296235004	T433
296235004	X619
296236003	T433
296236003	X419
296237007	T433
296238002	T433
296238002	X419
296239005	T433
296239005	X619
296240007	T433
296240007	X419
296241000119107	M331
296241000119107	J991A
296241006	T433
296242004	T433
296242004	X419
296243009	T433
296243009	X619
296244003	T433
296244003	X419
296245002	T433
296246001	T433
296246001	X419
296247005	T433
296247005	X619
296248000	T433
296248000	X419
296249008	T433
296250008	T433
296250008	X419
296251007	T433
296251007	X619
296252000	T433
296252000	X419
296253005	T434
296258001	T434
296259009	T434
296259009	X419
296260004	T434
296260004	X619
296261000	T434
296261000	X419
296262007	T434
296263002	T434
296263002	X419
296264008	T434
296264008	X619
296265009	T434
296265009	X419
296270002	T434
296271003	T434
296271003	X419
296272005	T434
296272005	X619
296273000	T434
296273000	X419
296274006	T435
296275007	T435
296275007	X419
296276008	T435
296276008	X619
296277004	T435
296277004	X419
296278009	T435
296279001	T435
296279001	X419
296281004	T435
296281004	X619
296282006	T435
296282006	X419
296283001	T427
296283001	X649
296284007	T427
296284007	X419
296285008	T428
296286009	T428
296287000	T428
296287000	X419
296288005	T428
296288005	X619
296289002	T428
296289002	X419
296290006	T509
296291005	T436
296292003	T436
296292003	X419
296293008	T436
296293008	X619
296294002	T436
296294002	X419
296295001	T506
296300004	T409
296301000	T407
296302007	T407
296302007	X429
296303002	T407
296303002	X629
296304008	T407
296304008	X429
296305009	T408
296306005	T408
296306005	X429
296307001	T408
296307001	X629
296308006	T408
296308006	X429
296309003	T409
296310008	T409
296310008	X429
296311007	T409
296311007	X629
296312000	T409
296312000	X429
296313005	T409
296314004	T409
296314004	X429
296315003	T409
296315003	X629
296316002	T409
296316002	X429
296317006	T436
296318001	T436
296319009	T436
296319009	X619
296320003	T436
296320003	X419
29632002	Q388
296321004	T405
296322006	T405
296322006	X429
296323001	T405
296323001	X629
296324007	T405
296324007	X429
296325008	T405
296326009	T405
296326009	X429
296327000	T405
296327000	X629
296328005	T405
296328005	X429
296329002	T436
296330007	T436
296330007	X419
29633007	E740
296331006	T436
296331006	X619
296332004	D691
296333009	T436
296333009	X419
296334003	T449
296335002	T447
296336001	T447
296337005	T447
296337005	X439
296338000	T447
296338000	X639
296339008	T447
296339008	X439
296340005	T447
296341009	T447
296341009	X439
296342002	T447
296342002	X639
296343007	T447
296343007	X439
296344001	T447
296344001	X649
296345000	T447
296345000	X449
296346004	T446
296347008	T467
296348003	T467
296348003	X449
296349006	T467
296349006	X649
29635000	S0651
296350006	T467
296350006	X449
296351005	T602
296352003	T602
296352003	X489
296353008	T602
296353008	X689
296354002	T602
296354002	X489
296355001	T461
296356000	T461
296356000	X449
296357009	T461
296357009	X649
296358004	T461
296358004	X449
296359007	T443
296360002	T441
296361003	T441
296361003	X439
296362005	T441
296362005	X639
296363000	T441
296363000	X439
296364006	T441
296365007	T441
296365007	X439
296366008	T441
296366008	X639
296367004	T441
296367004	X439
296368009	T440
296369001	T440
296369001	X439
296370000	T440
296370000	X639
296371001	T440
296371001	X439
296372008	T449
296373003	T444
296374009	T444
296376006	T444
296376006	X439
296377002	T444
296377002	X639
296378007	T444
296378007	X439
296379004	T445
296380001	T486
296381002	T486
296381002	X449
296382009	T486
296382009	X649
296384005	T486
296384005	X449
296385006	T486
296386007	T486
296386007	X649
296387003	T486
296387003	X449
296388008	T444
296389000	T465
296390009	T465
296390009	X449
296391000000100	#NC
296391008	T465
296391008	X649
296392001	T465
296392001	X449
296393006	T443
296394000	T443
296395004	T443
296395004	X439
296396003	T443
296396003	X639
296397007	T443
296397007	X439
296398002	T443
296399005	T443
296399005	X439
296400003	T443
296400003	X639
296401000000102	#NC
296401004	T443
296401004	X439
296402006	T487
296403001	T484
296404007	T484
296404007	X449
296405008	T484
296405008	X649
296406009	T484
296406009	X449
296407000	T487
296408005	T507
296409002	T507
296409002	X449
296410007	T507
296410007	X649
296411006	T507
296411006	X449
296412004	T450
296413009	T450
296414003	T450
296414003	X449
296415002	T450
296415002	X649
296416001	T450
296416001	X449
296417005	T450
296418000	T450
296418000	X449
296419008	T450
296419008	X649
29642000	Q433
296420002	T450
296420002	X449
296421003	T450
296422005	T450
296422005	X449
296423000	T450
296423000	X649
296424006	T450
296424006	X449
296425007	T450
296426008	T450
296426008	X449
296427004	T450
296427004	X649
296428009	T450
296428009	X449
296429001	T450
296430006	T450
296430006	X449
296431005	T450
296431005	X649
296432003	T450
296432003	X449
296433008	T435
296434002	T435
296434002	X419
296435001	T435
296435001	X619
296436000	T435
296436000	X419
296437009	T487
296438004	T486
296439007	T486
296439007	X449
296440009	T486
296440009	X649
296441008	T486
296441008	X449
296442001	T486
296443006	T486
296443006	X449
296444000	T486
296444000	X649
296445004	T486
296445004	X449
296446003	T486
296447007	T486
296447007	X449
296448002	T486
296448002	X649
296449005	T486
296449005	X449
296450005	T499
296451009	T499
296452002	T494
296453007	T494
296453007	X449
296454001	T494
296454001	X649
296455000	T494
296455000	X449
296456004	T499
296457008	T466
296458003	T466
296458003	X449
296459006	T466
296459006	X649
296460001	T466
296460001	X449
296461002	T490
296462009	T509
296463004	T509
296463004	X449
296464005	T509
296464005	X649
296465006	T509
296465006	X449
296466007	T509
296467003	T509
296467003	X449
296468008	T509
296468008	X649
296469000	T509
296469000	X449
296470004	T490
296471000	T490
296471000	X449
296472007	T490
296472007	X649
296473002	T490
296473002	X449
296474008	T509
296475009	T509
296475009	X449
296476005	T509
296476005	X649
296477001	T509
296477001	X449
296478006	T509
296479003	T504
296480000	T504
296481001	T504
296481001	X449
296482008	T504
296482008	X649
296483003	T504
296483003	X449
296485005	T504
296486006	T504
296486006	X449
296487002	T504
296487002	X649
296488007	T504
296488007	X449
296489004	T481
296490008	T481
296491007	T428
296492000	T428
296492000	X419
296493005	T428
296493005	X619
296494004	T428
296494004	X419
296495003	T428
296496002	T428
296496002	X419
296497006	T428
296497006	X619
296498001	T428
296498001	X419
296499009	T394
296500000	T394
296500000	X409
2965006	Q840
296501001	T394
296501001	X609
296502008	T394
296502008	X409
296503003	T443
296504009	T443
296505005	T443
296505005	X439
296506006	T443
296506006	X639
296507002	T443
296507002	X439
296509004	T455
296510009	T455
296510009	X449
296511008	T455
296511008	X649
296512001	T455
296512001	X449
296513006	T506
296514000	T506
296515004	T507
296516003	T507
296517007	T507
296517007	X449
296518002	T507
296518002	X649
296519005	T507
296519005	X449
296520004	T457
296521000	T457
296521000	X449
296522007	T457
296522007	X649
296523002	T457
296523002	X449
296526005	E669
296529003	T379
296530008	T367
296531007	T378
296532000	T378
296532000	X449
296533005	T378
296533005	X649
296534004	T378
296534004	X449
296535003	T367
296536002	T367
296536002	X449
296537006	T367
296537006	X649
296538001	T367
296538001	X449
296539009	T367
296540006	T367
296540006	X449
296541005	T367
296541005	X649
296542003	T367
296542003	X449
296543008	T367
296544002	T367
296544002	X449
296545001	T367
296545001	X649
296546000	T367
296546000	X449
296547009	T375
296548004	T375
296549007	T375
296549007	X449
296550007	T375
296550007	X649
296551006	T375
296551006	X449
296552004	T372
296553009	T372
296554003	T372
296554003	X449
296555002	T372
296555002	X649
296556001	T372
296556001	X449
296557005	T372
296558000	T372
296558000	X449
296559008	T372
296559008	X649
296560003	T372
296560003	X449
296561004	T372
296562006	T372
296562006	X449
296563001	T372
296563001	X649
296564007	T372
296564007	X449
296565008	T372
296566009	T372
296566009	X449
296567000	T372
296567000	X649
296568005	T372
296568005	X449
296569002	T372
296570001	T372
296570001	X449
29657007	#NC
296571002	T372
296571002	X649
296572009	T372
296572009	X449
296573004	T372
296574005	T372
296574005	X449
296575006	T372
296575006	X649
296576007	T372
296576007	X449
296577003	T374
296578008	T374
296579000	T374
296579000	X449
296580002	T374
296580002	X649
29658002	#NC
296581003	T374
296581003	X449
296582005	T374
296583000	T374
296583000	X449
296584006	T374
296584006	X649
296585007	T374
296585007	X449
296587004	T369
296588009	T365
296589001	T365
296590005	T365
296590005	X449
296591009	T365
296591009	X649
296592002	T365
296592002	X449
296593007	T365
296594001	T365
296594001	X449
296595000	T365
296595000	X649
296596004	T365
296596004	X449
296597008	T365
296598003	T365
296598003	X449
296599006	T365
296599006	X649
296600009	T365
296600009	X449
296601008	T365
296602001	T365
296602001	X449
296603006	T365
296603006	X649
296604000	T365
296604000	X449
296605004	T365
296606003	T365
296606003	X449
296607007	T365
296607007	X649
296608002	T365
296608002	X449
296609005	T363
296610000	T363
296611001	T363
296611001	X449
296612008	T363
296612008	X649
296613003	T363
296613003	X449
296614009	T363
296615005	T363
296615005	X449
296616006	T363
296616006	X649
296617002	T363
296617002	X449
296618007	T363
296619004	T363
296619004	X449
296620005	T363
296620005	X649
296621009	T363
296621009	X449
296622002	T368
296623007	T368
296623007	X449
296624001	T368
296624001	X649
296625000	T368
296625000	X449
296626004	T365
296627008	T365
296627008	X449
296628003	T365
296628003	X649
296629006	T365
296629006	X449
296630001	T368
29663003	#NC
296631002	T368
296631002	X449
296632009	T368
296632009	X649
296633004	T368
296633004	X449
296634005	T378
296635006	T378
296635006	X449
296636007	T378
296636007	X649
296637003	T378
296637003	X449
296638008	T378
296639000	T378
296639000	X449
296640003	T378
296640003	X649
296641004	T378
296641004	X449
296642006	T368
296643001	T368
296643001	X449
296644007	T368
296644007	X649
296645008	T368
296645008	X449
296646009	T369
296647000	T378
296647000	X449
296648005	T378
296648005	X649
296649002	T369
296649002	X449
296650002	T360
29665005	B761
296651003	T360
296652005	T360
296652005	X449
296653000	T360
296653000	X649
296654006	T360
296654006	X449
296655007	T360
296656008	T360
296657004	T360
296657004	X449
296658009	T360
296658009	X649
296659001	T360
296659001	X449
296660006	T360
296661005	T360
296661005	X449
296662003	T360
296662003	X649
296663008	T360
296663008	X449
296664002	T360
296665001	T360
296665001	X449
296666000	T360
296666000	X649
296667009	T360
296667009	X449
296668004	T361
296669007	T361
296670008	T361
296671007	T361
296671007	X449
296672000	T361
296672000	X649
296673005	T361
296673005	X449
296674004	T361
296675003	T361
296675003	X449
296676002	T361
296676002	X649
296677006	T361
296677006	X449
296678001	T361
296679009	T361
296679009	X449
296680007	T361
296680007	X649
29668007	H213
296681006	T361
296681006	X449
296682004	T361
296683009	T361
296683009	X449
296684003	T361
296684003	X649
296685002	T361
296685002	X449
296686001	T361
296688000	T361
296688000	X449
296689008	T361
296689008	X649
296690004	T361
296690004	X449
296691000	T361
296692007	T361
296692007	X449
296693002	T361
296693002	X649
296694008	T361
296694008	X449
296695009	T361
296696005	T361
296697001	T361
296697001	X449
296698006	T361
296698006	X649
296699003	T361
296699003	X449
296700002	T361
2967003	H509
296701003	T361
296701003	X449
296702005	T361
296702005	X649
296703000	T361
296703000	X449
296704006	T361
296705007	T361
296705007	X449
296706008	T361
296706008	X649
296707004	T361
296707004	X449
296708009	T361
296709001	T361
296710006	T361
296710006	X449
296711005	T361
296711005	X649
296712003	T361
296712003	X449
296713008	T361
296714002	T361
296714002	X449
296715001	T361
296715001	X649
296716000	T361
296716000	X449
296717009	T361
296718004	T361
296718004	X449
296719007	T361
296719007	X649
296720001	T361
296720001	X449
296721002	T361
296722009	T361
296722009	X449
296723004	T361
296723004	X649
296724005	T361
296724005	X449
296725006	T361
296726007	T361
296726007	X449
296727003	T361
296727003	X649
296728008	T361
296728008	X449
296729000	T361
296730005	T361
296730005	X449
296731009	T361
296731009	X649
296732002	T361
296732002	X449
296733007	T361
296734001	T361
296734001	X449
296735000	T361
296735000	X649
296737008	T361
296737008	X449
296738003	T361
296739006	T361
296739006	X449
296741007	T361
296741007	X649
296742000	T361
296742000	X449
296743005	T361
296744004	T361
296744004	X449
296745003	T361
296745003	X649
296746002	T361
296746002	X449
296747006	T361
296748001	T361
296749009	T361
296749009	X449
296750009	T361
296750009	X649
296751000000107	#NC
296751008	T361
296751008	X449
296752001	T370
296753006	T364
296754000	T364
296755004	T364
296755004	X449
296756003	T364
296756003	X649
296757007	T364
296757007	X449
296758002	T364
296759005	T364
296759005	X449
296760000	T364
296760000	X649
296761001	T364
296761001	X449
296762008	T364
296763003	T364
296763003	X449
296764009	T364
296764009	X649
296765005	T364
296765005	X449
296766006	T364
296767002	T364
296767002	X449
296768007	T364
296768007	X649
296769004	T364
296769004	X449
296770003	T362
296771004	T362
296771004	X449
296772006	T362
296772006	X649
296773001	T362
296773001	X449
296774007	T368
296775008	T368
296775008	X449
296776009	T368
296776009	X649
296777000	T368
296777000	X449
296779002	T373
296780004	T568
296781000	T568
296781000	X499
296782007	T568
296782007	X699
296783002	T568
296783002	X499
296784008	T378
296785009	T378
296785009	X449
296786005	T378
296786005	X649
296787001	T378
296787001	X449
296788006	T371
296789003	T371
296790007	T366
29679002	#HLT
296792004	T366
296792004	X449
296793009	T366
296793009	X649
296794003	T366
296794003	X449
296795002	T371
296796001	T371
296796001	X449
296797005	T371
296797005	X649
296798000	T371
296798000	X449
296799008	T371
296800007	T371
296800007	X449
296801006	T371
296801006	X649
296802004	T371
296802004	X449
296803009	T371
296804003	T371
296805002	T371
296805002	X649
296806001	T371
296806001	X449
296811004	T509
296812006	T509
296813001	T509
296814007	T509
296814007	X449
296815008	T509
296815008	X649
296816009	T509
296816009	X449
296817000	T509
296818005	T509
296818005	X449
296819002	T509
296819002	X649
296820008	T509
296820008	X449
296821007	T509
296822000	T509
296822000	X449
296823005	T509
296823005	X649
296824004	T509
296824004	X449
296825003	T388
296826002	T383
296827006	T383
296827006	X449
296828001	T383
296828001	X649
296829009	T383
296829009	X449
296830004	T382
296831000	T382
296832007	T382
296833002	T382
296833002	X449
296834008	T382
296834008	X649
296835009	T382
296835009	X449
296836005	T382
296837001	T382
296837001	X449
296838006	T382
296838006	X649
296839003	T382
296839003	X449
296840001	T500
296841002	T380
296842009	T380
296842009	X449
296843004	T380
296843004	X649
296844005	T380
296844005	X449
296845006	T380
296846007	T380
296846007	X449
296847003	T380
296847003	X649
296848008	T380
296848008	X449
296849000	T383
296850000	T383
296850000	X449
296851001	T383
296851001	X649
296852008	T383
296852008	X449
296853003	T383
296854009	T383
296855005	T383
296856006	T383
296856006	X449
296857002	T383
296857002	X649
296858007	T383
296858007	X449
296859004	T383
296860009	T383
296860009	X449
296861008	T383
296861008	X649
296862001	T383
296862001	X449
296863006	T383
296864000	T383
296864000	X449
296865004	T383
296865004	X649
296866003	T383
296866003	X449
296868002	T383
296869005	T383
296869005	X449
296870006	T383
296870006	X649
296871000000108	#NC
296871005	T383
296871005	X449
296872003	T383
296873008	T383
296874002	T383
296874002	X449
296875001	T383
296875001	X649
296876000	T383
296876000	X449
296877009	T388
296878004	T385
296879007	T385
296879007	X449
296880005	T385
296880005	X649
296881009	T385
296881009	X449
296882002	T387
296883007	T387
296884001	T387
296884001	X449
296885000	T387
296885000	X649
296886004	T387
296886004	X449
296887008	T387
296888003	T387
296888003	X449
296889006	T387
296889006	X649
296890002	T387
296890002	X449
29689003	M600
296891000000107	#NC
296891003	T387
296892005	T387
296892005	X449
296894006	T387
296894006	X649
296895007	T387
296895007	X449
296896008	T384
296897004	T384
296897004	X449
296898009	T384
296898009	X649
296899001	T384
296899001	X449
296900006	T387
296901005	T387
296902003	T387
296902003	X449
296903008	T387
296903008	X649
296904002	T387
296904002	X449
296905001	T385
296906000	T385
296906000	X449
296907009	T385
296907009	X649
296908004	T385
296908004	X449
296909007	T381
296910002	T381
29691006	#HLT
296911003	T381
296911003	X449
296912005	T381
296912005	X649
296913000	T381
296913000	X449
296914006	T381
296915007	T381
296915007	X449
296916008	T381
296916008	X649
296917004	T381
296917004	X449
296919001	T388
296920007	T388
29692004	E798
296921006	T503
296922004	T459
296923009	T458
296924003	T458
296925002	T458
296926001	T455
296927005	T455
296927005	X449
296928000	T455
296928000	X649
296929008	T455
296929008	X449
296930003	T455
296931004	T455
296931004	X449
296932006	T455
296932006	X649
296933001	T455
296933001	X449
296934007	T455
296934007	X449
296935008	T604
296935008	X689
296936009	T455
296936009	X449
296938005	T454
296939002	T454
296940000	T454
296940000	X449
296941001	T454
296941001	X649
296942008	T454
296942008	X449
296943003	T490
296944009	T490
296945005	T490
296945005	X449
296946006	T490
296946006	X649
296947002	T490
296947002	X449
296948007	T452
296949004	T452
296950004	T452
296950004	X449
29695002	#NC
296951000	T452
296951000	X649
296952007	T452
296952007	X449
296953002	T452
296954008	T452
296954008	X449
296955009	T452
296955009	X649
296956005	T452
296956005	X449
296957001	T457
296958006	T457
296958006	X449
296959003	T457
296959003	X649
296960008	T457
296960008	X449
296961007	T452
296962000	T467
296963005	T467
296963005	X449
296964004	T467
296964004	X649
296965003	T467
296965003	X449
296966002	T458
296967006	T458
296967006	X449
296968001	T458
296968001	X649
296969009	T458
296969009	X449
296970005	T503
296971009	T503
296971009	X449
296972002	T503
296972002	X649
296973007	T503
296973007	X449
296974001	T469
296975000	T466
296976004	T466
296977008	T466
296977008	X449
296978003	T466
296978003	X649
296979006	T466
296979006	X449
296980009	T462
296981008	T462
296982001	T462
296983006	T462
296983006	X449
296984000	T462
296984000	X649
296985004	T462
296985004	X449
296986003	T462
296987007	T462
296987007	X449
296988002	T462
296988002	X649
296989005	T462
296989005	X449
296990001	T462
296991002	T462
296991002	X449
296993004	T462
296993004	X649
296994005	T462
296994005	X449
296995006	T462
296996007	T462
296997003	T462
296997003	X449
296998008	T462
296998008	X649
296999000	T462
296999000	X449
297000002	T462
297001003	T462
297002005	T462
297002005	X449
297003000	T462
297003000	X649
297004006	T462
297004006	X449
297005007	T462
297006008	T502
297007004	T502
297008009	T502
297009	H730
297009001	T502
297009001	X449
297010006	T502
297010006	X649
297011005	T502
297011005	X449
297012003	T502
297013008	T502
297013008	X449
297014002	T502
297014002	X649
297015001	T502
297015001	X449
297016000	T501
297017009	T501
297018004	T501
297018004	X449
297019007	T501
297019007	X649
297020001	T501
297020001	X449
29702001	R488
297021002	T501
297022009	T501
297022009	X449
297023004	T501
297023004	X649
297024005	T501
297024005	X449
297025006	T501
297026007	T501
297026007	X449
297027003	T501
297027003	X649
297028008	T501
297028008	X449
297029000	T502
297030005	T502
297030005	X449
297031009	T502
297031009	X649
297032002	T502
297032002	X449
297033007	T502
297034001	T502
297034001	X449
297035000	T502
297035000	X649
297036004	T502
297036004	X449
297037008	T502
297038003	T502
297039006	T502
297039006	X449
297040008	T502
297040008	X649
297041007	T502
297041007	X449
297042000	T502
297043005	T502
297044004	T502
297044004	X449
297045003	T502
297045003	X649
297046002	T502
297046002	X449
297047006	T465
297048001	T448
297049009	T465
297050009	T465
297050009	X449
297051008	T465
297051008	X649
297052001	T465
297052001	X449
297053006	T464
297054000	T463
297054000	X449
297055004	T463
297055004	X649
297056003	T464
297056003	X449
297057007	T465
297057007	X449
297058002	T465
297058002	X649
297059005	T465
297059005	X449
297060000	T460
297061001	T460
297062008	T460
297063003	T460
297063003	X649
297064009	T460
297064009	X449
297065005	T460
297066006	T460
297066006	X449
297067002	T460
297067002	X649
297068007	T460
297068007	X449
297069004	T469
297070003	T64X
297071004	T64X
297071004	X499
297072006	T64X
297072006	X699
297073001	T64X
297073001	X499
297074007	T467
297075008	T465
297076009	T465
297076009	X449
297077000	T465
297077000	X649
297078005	T465
297078005	X449
297079002	T465
297080004	T465
297080004	X449
297081000	T465
297081000	X649
297082007	T465
297082007	X449
297083002	T463
297084008	T463
297084008	X449
297085009	T463
297085009	X649
297086005	T463
297086005	X449
297087001	T463
297088006	T463
297089003	T463
297090007	T463
297091006	T467
297092004	T468
297094003	T453
297095002	T456
297096001	T456
297096001	X449
297097005	T456
297097005	X649
297098000	T456
297098000	X449
297099008	T456
297100000	T456
297100000	X449
297101001	T456
297101001	X649
297102008	T456
297102008	X449
297105005	#NC
297106006	#HLT
297111000000105	#NC
297121000	#HLT
297122007	#NC
297123002	N948
297124008	#NC
297125009	#NC
297126005	#NC
297127001	#NC
297128006	M542
297130008	S6260
297131007	S6260
297132000	S6250
297133005	S6250
297134004	D234
297135003	I741
297136002	I742
297137006	I748
297138001	I668
