ConceptId	num
103293001	5
103297000	1
103305000	1
1033571000000100	1
1033591000000101	1
10337008	3
10340008	1
103406000	2
103407009	1
103408004	2
103409007	1
10341000000101	1
103410002	2
103411003	2
103412005	2
103413000	2
103414006	2
103415007	3
103416008	3
103417004	3
103418009	3
10345003	1
10347006	2
10349009	2
10351000132101	1
10351008	1
10360000	1
103606006	2
103609004	1
10361000000100	1
103611008	1
10362008	3
10363003	3
103631007	1
103681000119108	1
103691000119106	1
103694001	1
10370003	1
103732007	1
103741000119108	1
103761000119107	1
10380004	2
10381000	2
10385009	3
103871000119109	2
10389003	1
10392004	1
103921000119100	1
10394003	4
103981000119101	1
10399008	1
104011000119109	1
10406007	10
1041000119100	1
10416004	1
10421000132103	2
10423003	1
10431000000103	1
10441000000107	1
10443009	1
10446001	1
104461000119104	1
104471000119105	2
10451000000105	1
10453005	1
104651000119104	1
10469003	3
1047321000000104	4
1048021000000102	1
1048031000000100	1
1048041000000109	1
104831000119109	1
10485008	2
10486009	2
10491005	3
104941000119109	5
104951000119106	3
104961000119108	5
10501004	2
105121000119102	1
1052421000000107	1
1052591000000106	1
10528009	5
10532003	2
1053631000000102	1
105412007	1
105413002	1
105414008	1
105421000119105	3
105430000	1
105479008	2
105481005	4
105483008	1
105484002	1
105485001	2
105487009	1
105491004	1
105492006	1
105493001	2
105494007	2
105495008	1
105496009	4
105497000	1
105498005	1
1055001	1
105507009	1
105513000	1
105520007	1
10552002	2
105522004	1
105530003	2
10553007	3
105531004	3
105532006	1
105535008	1
105542008	6
105546006	2
105549004	2
105550004	1
105568001	1
105597003	1
105599000	3
105600002	1
105606008	1
105611005	1
105624005	1
105625006	1
105629000	1
105630005	1
105631009	1
105632002	3
105633007	2
105634001	1
105635000	2
105637008	1
105638003	1
105639006	1
105640008	1
105641007	1
105642000	1
105643005	1
105644004	1
105645003	1
105646002	1
105647006	1
105648001	1
105649009	1
105650009	1
1056501000112102	2
105651000119100	2
105651008	1
105652001	1
105653006	1
105654000	1
105655004	1
105656003	1
105657007	1
105658002	1
105659005	1
105661001	1
105662008	1
105663003	1
105664009	1
105665005	1
105666006	1
105667002	3
105668007	1
105669004	1
10567003	2
105671004	1
105672006	1
105673001	1
105674007	1
105675008	1
105676009	1
105679002	1
105680004	1
105681000	1
105682007	1
105683002	1
105684008	2
105686005	1
105688006	1
105689003	1
105690007	1
105691006	1
105692004	1
105694003	2
105695002	1
105696001	1
105697005	1
105698000	1
105699008	1
105700009	1
105701008	1
105702001	1
105703006	1
105704000	1
105705004	1
105706003	3
105707007	1
105708002	1
105709005	1
10571000	1
105710000	1
105711001	1
105713003	3
105714009	3
105715005	1
105716006	1
105729006	1
10573002	2
10579003	5
10586006	1
105881000119106	1
1059007	2
105901000119108	1
105941000119105	1
105965008	1
105969002	1
105977003	3
105981003	1
105986008	3
10599009	1
105997008	1
105999006	1
106000008	1
106004004	3
106007006	4
106009009	1
106012007	1
106014008	1
106019003	1
106020009	1
10602004	1
106021000119105	1
